license_no,dba_name,aka_name,facility_type,risk_level,address,city,state,zip,latitude,longitude,ward
1494357,BIG-RED'S-YO-JOE'S,,Restaurant,2,6401 W ADDISON ST ,CHICAGO,IL,60634,41.94555292,-87.78636821,38
1494369,REGGIE PIZZA,,Restaurant,1,411 S WELLS ST ,CHICAGO,IL,60607,41.8765621,-87.63353977,25
1494388,CARDONA'S TAQUERIA,,,1,1451 W 18TH ST ,CHICAGO,IL,60608,41.85773127,-87.66335578,25
1494399,DORADO RESTAURANT,,,3,2301-2303 W FOSTER AVE ,CHICAGO,IL,60625,41.97581637,-87.68679029,40
1494403,STARBUCKS COFFEE #2624,,Restaurant,2,7101 S STONY ISLAND AVE ,CHICAGO,IL,60649,41.76593686,-87.58577242,5
1494425,SEASHELL FISH & CHICKEN,,,3,6124 S ASHLAND AVE ,CHICAGO,IL,60636,41.78234075,-87.66443621,16
1494444,RED EYES COFFEE CORP,RED EYES COFFEE,Restaurant,2,4164 N LINCOLN AVE ,CHICAGO,IL,60618,41.95767395,-87.68138945,47
1494448,OH FUSION,,Restaurant,1,3911 N SHERIDAN RD ,CHICAGO,IL,60613,41.95303244,-87.65435476,46
1494478,LA CONCORDIA,,Restaurant,1,3724 W MONTROSE AVE ,CHICAGO,IL,60618,41.96113644,-87.72148931,35
1494499,KENDALL COLLEGE,,,3,900 N BRANCH ST ,CHICAGO,IL,60622,41.89896533,-87.64809026,27
1494508,J & J FAST FOOD & BAKERY,,,3,3125 W LAWRENCE AVE ,CHICAGO,IL,60625,41.96835658,-87.70710948,33
1494560,LITTLE CAESAR'S PIZZA,,Restaurant,2,4445 N PULASKI RD ,CHICAGO,IL,60630,41.96223481,-87.72771372,35
1494561,CAFFE BACI INC.,,Restaurant,1,20 N MICHIGAN AVE ,CHICAGO,IL,60602,41.8825402,-87.62453094,42
1494595,NEW FAMILY DISCOUNT FOOD MARKET,,Grocery Store,2,3454 W CHICAGO AVE ,CHICAGO,IL,60651,41.89559555,-87.71363129,27
1494612,HOTEL INIDGO CHICAGO GOLD COAST,,Restaurant,1,1244 N DEARBORN ST ,CHICAGO,IL,60610,41.90521531,-87.63016995,2
1494617,WMI SYRIA INC,,(gas station),3,7600 S EXCHANGE AVE ,CHICAGO,IL,60649,41.75715636,-87.55840891,7
1494738,OTOM,ING,Restaurant,1,951 W FULTON MARKET ,CHICAGO,IL,60607,41.88663405,-87.65184963,27
1494808,M & M PANTRY,,,3,6141 A W TOUHY AVE ,CHICAGO,IL,60646,42.01189421,-87.78085547,41
1494916,DUNKIN DONUTS,,,2,6 N WABASH AVE ,CHICAGO,IL,60602,41.88222094,-87.62636517,42
1494947,TEZE FOOD MART,,,3,9220 S COTTAGE GROVE AVE ,CHICAGO,IL,60619,41.72685342,-87.60473617,9
1494999,HQ BEERCADE II,HQ BEERCADE,Restaurant,1,213 W INSTITUTE PL ,CHICAGO,IL,60610,41.89730374,-87.63480417,27
1495003,ESSENCE OF INDIA,,Restaurant,1,4601 N LINCOLN AVE ,CHICAGO,IL,60625,41.96499709,-87.68601382,47
1495009,REYES CORNER GRILL,,Restaurant,1,3903 S KEDZIE AVE ,CHICAGO,IL,60632,41.82244969,-87.70434137,12
1495029,KAN ZAMAN RESTAURANT,,Restaurant,1,617 N WELLS ST ,CHICAGO,IL,60654,41.89300677,-87.63395925,42
1495044,FAULKNER SCHOOL,,,3,7110 S COLES AVE ,CHICAGO,IL,60649,41.76594162,-87.564535,7
1495075,BUDACKIS DRIVE-IN HOT DOGS,,Restaurant,1,4739 N DAMEN AVE ,CHICAGO,IL,60625,41.96807497,-87.6790196,47
1495129,MAZA RESTAURANT,,,1,2748 N LINCOLN AVE ,CHICAGO,IL,60614,41.93166321,-87.65766949,43
1495140,MARIE'S BAKERY,,Bakery,1,3847 W FULLERTON AVE ,CHICAGO,IL,60647,41.92441052,-87.72379181,35
1495143,COFFEE TALK,,,3,2631 N KEDZIE AVE ,CHICAGO,IL,60647,41.9293443,-87.70721753,32
1495171,HORIZON CAFE,,Restaurant,1,3805 N BROADWAY ,CHICAGO,IL,60613,41.95139015,-87.64946947,46
1495190,S.B.M. FOODS,,,2,1825 W 59TH ST ,CHICAGO,IL,60636,41.78656401,-87.67023898,15
1495215,HUDDLE HOUSE,,Restaurant,1,4748 N KIMBALL AVE ,CHICAGO,IL,60625,41.96802693,-87.71349958,33
1495226,NICO'S PLAYHOUSE,,Daycare Above and Under 2 Years,1,1855 W 95TH ST ,CHICAGO,IL,60643,41.72100922,-87.6695585,19
1495237,PS CHICAGO,,Restaurant,3,1009-1011 N RUSH ST ,CHICAGO,IL,60611,41.90104237,-87.62749015,42
1495258,ASSYRIAN SOCIAL CLUB,,,3,6313-6323 N PULASKI RD ,CHICAGO,IL,60646,41.99587119,-87.72875639,39
1495274,SUBWAY,,Restaurant,1,3167 N LINCOLN AVE ,CHICAGO,IL,60657,41.93942462,-87.66811073,32
1495317,CHICKEN RUN INC,,Restaurant,1,2339 N MILWAUKEE AVE ,CHICAGO,IL,60647,41.92379232,-87.69856983,1
1495371,SUBWAY #25073,SUBWAY,Restaurant,1,4070 N MILWAUKEE AVE ,CHICAGO,IL,60641,41.954759,-87.74956739,45
1495382,MARQUETTE CITGO,,,3,2807 W 71ST ST ,CHICAGO,IL,60629,41.76442386,-87.69336152,18
1495393,JIMMY MACK'S,,Restaurant,2,5581 N NORTHWEST HWY ,CHICAGO,IL,60630,41.98256422,-87.78137789,45
1495422,DUNKIN DONUTS,,Restaurant,2,749 W 31ST ST ,CHICAGO,IL,60616,41.83794125,-87.64579539,11
1495438,THE GOLDEN CUP RESTAURANT,,Restaurant,1,2349 N CLARK ST ,CHICAGO,IL,60614,41.92506251,-87.63998415,43
1495446,QUICK MART FOODS,,Grocery Store,2,5924 S PRINCETON AVE ,CHICAGO,IL,60621,41.78636705,-87.63292469,20
1495470,KRAZY KABOB INC,,,3,5433 N LINCOLN AVE ,CHICAGO,IL,60625,41.980531,-87.69262628,40
1495511,SHAHNAWAZ RESTAURANT & CATERING,,,1,2501 W DEVON AVE ,CHICAGO,IL,60659,41.99757763,-87.69237969,50
1495532,ALOHA GRILL HAWAIIAN BBQ INC.,,Restaurant,1,2534 N CLARK ST ,CHICAGO,IL,60614,41.92868792,-87.64248467,43
1495537,FRESH CHOICE,,,3,1750 N CLARK ST ,CHICAGO,IL,60614,41.9143422,-87.63373572,43
